2396938.86,310542.12,0.00
2397217.15,310654.17,0.00
2396993.06,311210.75,0.00
2398106.22,311658.93,0.00
2398666.45,310267.47,0.00
2398944.74,310379.52,0.00
2398272.47,312049.26,0.00
2396602.72,311376.99,0.00
